Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.896197750764,99.9454485148706,99.9976667197127,..,..
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.138530516287,75.0870140920896,77.3462823287189,..,..
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.5220127034379,82.9694813933866,85.5013588439046,..,..
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9984923308801,99.9992652811927,100,..,..
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.7107132036584,45.4944934896129,48.3963664446007,..,..
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.8466752980223,79.7252190530085,81.6587557003439,..,..
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.6230694735552,89.8243363289186,91.6219918283442,..,..
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.6230694735552,89.8243363289186,91.6219918283442,..,..
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6720790315188,44.6707809679092,47.6663184161926,..,..
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6017354440768,44.6021184414073,47.6031066115232,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6720790315188,44.6707809679092,47.6663184161926,..,..
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.0813609877626,99.2006832865833,99.4232121540589,..,..
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.9361951514123,88.8310588437921,89.5703144950123,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,
